,Tube_ID,row_counter,Lake_name,Invasion_category,Sample_type,Sample_origin,Collected_year,Collected_month_number,Littoral_zoobenthic_macroinvert_community_sample,Transect,Lat,Long,Sample_depth,Total_count,Vial_count,Functional_feeding_group,Method_of_take,real.name,Functional_group,Common_name,Scientific_name,Total_length_mm,Weight_g,Tube_box,Tube_size_ml,Preservative,Isotope_sample_weight_mg,Davis_ID_long,d13C,Total.C..µg.,d15N,Total.N..µg.,Type.of.Material,Sample.Weight..mg..from.Sample.List,Internal.ID,Lake_max_depth_m,Lake_surface_elev_m,Current_conversion,Secchi_m,Surface_area_ha,n,d13C_baseline,d13C_base_se,d15N_baseline,d15N_base_se,d13C_corr,d15N_corr,Lake_elevation,Lake_area,Lake_depth,Collected_date,Collected_month_name_long,Collected_month_name_short,Collected_time,Depth,Total._count,Remove.from.case,Approx.weight.of.tube..g.,Notes1,Notes2,Wet.weight.tube..g.,In_oven_date,Oven_temp_C,Test1.date,Test1.weight.tube..g.,Test2.date,Test2.weight.tube..g.,Daily.change,Test.3.date,Test.3.weight..g.,Daily.change.1,Out_oven_date,Dry_time_h,Est.pre.powder.dry.sample.in.tube..g.,Est...isotope.samples.in.tube,Powder.complete.date,Post.powder.Powder.tube.weight..g.,Powder.lost..g.,Powder.available.for.isotope.caps..g.,Est.number.of.isotope.caps.possible.from.powder,Cell.well.tray,Mixed.sample..Y.N,Count.of.individuals,Weight.of.individual,Mixed.with.which.tube.,Powder.weight.contributed..mg.,Empty.,Well_Row,Well_Column,Isotope_sample_ID_.year.tray.x.y.,Isotope_sample_complete_date
1608,TAAA,876,McDonald,Late,Fish,Autochthonous,2019,7,NO,NA,48.546082,-113.982167,NA,1,1,NA,Electrofisher,Brook trout,Littoral forage fish,Brook trout,Salvelinus fontinalis,114,14.4,2019-TA,1.5,Ethanol,0.936,QUEBEC-H-05,-26.49,422.45,7.46,136.78,Fish,0.936,1669431,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-2.054375,6.7925,961,2760,144,7/21/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-07-001,N,,,NA,0.936,N,B,4,2019-SEP-07-001-B-4,9/7/2019
1609,TAAB,877,McDonald,Late,Fish,Autochthonous,2019,7,NO,NA,48.546082,-113.982167,NA,1,1,NA,Electrofisher,Brook trout,Littoral forage fish,Brook trout,Salvelinus fontinalis,112,12.6,2019-TA,1.5,Ethanol,1.039,QUEBEC-H-06,-24.68,475.17,6.63,154.19,Fish,1.039,1669432,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-0.244375,5.9625,961,2760,144,7/21/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-07-001,N,,,NA,1.039,N,B,5,2019-SEP-07-001-B-5,9/7/2019
1610,TAAC,863,McDonald,Late,Fish,Autochthonous,2019,7,NO,NA,48.546082,-113.982167,NA,1,1,NA,Electrofisher,Brook trout,Littoral forage fish,Brook trout,Salvelinus fontinalis,108,11.2,2019-TA,1.5,Ethanol,1.011,QUEBEC-H-07,-25.34,467.89,6.9,146.07,Fish,1.011,1669433,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-0.904375,6.2325,961,2760,144,7/21/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-07-001,N,,,NA,1.011,N,B,6,2019-SEP-07-001-B-6,9/7/2019
1611,TAAD,855,McDonald,Late,Fish,Autochthonous,2019,7,NO,NA,48.546082,-113.982167,NA,1,1,NA,Electrofisher,Brook trout,Littoral forage fish,Brook trout,Salvelinus fontinalis,88,7.5,2019-TA,1.5,Ethanol,1.021,QUEBEC-H-08,-25.5,476.99,6.43,150.71,Fish,1.021,1669434,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-1.064375,5.7625,961,2760,144,7/21/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-07-001,N,,,NA,1.021,N,B,7,2019-SEP-07-001-B-7,9/7/2019
1612,TAAE,961,McDonald,Late,Fish,Autochthonous,2019,7,NO,NA,48.546082,-113.982167,NA,1,1,NA,Electrofisher,Brook trout,Littoral forage fish,Brook trout,Salvelinus fontinalis,145,33.5,2019-TA,1.5,Ethanol,1.091,QUEBEC-H-10,-26.61,507.94,6.1,157.68,Fish,1.091,1669436,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-2.174375,5.4325,961,2760,144,7/21/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-07-001,N,,,NA,1.091,N,B,8,2019-SEP-07-001-B-8,9/7/2019
1613,TAAF,1184,Quartz,Mid,Fish,Autochthonous,2019,7,NO,NA,48.821866,-114.135597,NA,1,1,NA,Electrofisher,Slimy sculpin,Generalist fish,Slimy sculpin,Cottus cognatus,38,1.7,2019-TA,1.5,Ethanol,0.94,ROMEO-D-12,-22.49,337.21,6.07,92.82,Fish,0.94,1669486,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,0.928,5.018666667,1345,352,84,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-08-001,N,,,NA,0.94,N,H,1,2019-SEP-08-001-H-1,9/15/2019
1614,TAAG,1150,Quartz,Mid,Fish,Autochthonous,2019,7,NO,NA,48.821866,-114.135597,NA,1,1,NA,Electrofisher,Slimy sculpin,Generalist fish,Slimy sculpin,Cottus cognatus,41,1.9,2019-TA,1.5,Ethanol,1.047,ROMEO-E-01,-22.04,453.34,5.14,122.86,Fish,1.047,1669487,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,1.378,4.088666667,1345,352,84,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-08-001,N,,,NA,1.047,N,H,2,2019-SEP-08-001-H-2,9/15/2019
1615,TAAH,1178,Quartz,Mid,Fish,Autochthonous,2019,7,NO,NA,48.821866,-114.135597,NA,1,1,NA,Electrofisher,Slimy sculpin,Generalist fish,Slimy sculpin,Cottus cognatus,80,8.2,2019-TA,1.5,Ethanol,0.981,ROMEO-E-02,-20.77,509.77,6.04,140.27,Fish,0.981,1669488,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,2.648,4.988666667,1345,352,84,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-08-001,N,,,NA,0.981,N,H,3,2019-SEP-08-001-H-3,9/15/2019
1616,TAAI,1179,Quartz,Mid,Fish,Autochthonous,2019,7,NO,NA,48.821866,-114.135597,NA,1,1,NA,Electrofisher,Slimy sculpin,Generalist fish,Slimy sculpin,Cottus cognatus,62,4.2,2019-TA,1.5,Ethanol,0.933,ROMEO-E-03,-21.99,549.88,5,117.06,Fish,0.933,1669489,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,1.428,3.948666667,1345,352,84,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-08-001,N,,,NA,0.933,N,H,4,2019-SEP-08-001-H-4,9/15/2019
1617,TAAJ,1156,Quartz,Mid,Fish,Autochthonous,2019,7,NO,NA,48.821866,-114.135597,NA,1,1,NA,Electrofisher,Slimy sculpin,Generalist fish,Slimy sculpin,Cottus cognatus,81,7.6,2019-TA,1.5,Ethanol,0.986,ROMEO-E-04,-20.17,440.62,6.72,113.58,Fish,0.986,1669490,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,3.248,5.668666667,1345,352,84,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-08-001,N,,,NA,0.986,N,H,5,2019-SEP-08-001-H-5,9/15/2019
1618,TAAK,1157,Quartz,Mid,Fish,Autochthonous,2019,7,NO,NA,48.821866,-114.135597,NA,1,1,NA,Electrofisher,Slimy sculpin,Generalist fish,Slimy sculpin,Cottus cognatus,52,2.3,2019-TA,1.5,Ethanol,0.916,ROMEO-E-05,-22.83,560.83,4.89,104.53,Fish,0.916,1669491,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,0.588,3.838666667,1345,352,84,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-08-001,N,,,NA,0.916,N,H,6,2019-SEP-08-001-H-6,9/15/2019
1619,TABZ,205,Bowman,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Electrofisher,Redside shiner,Littoral forage fish,Redside shiner,Richardsonius balteatus,76,4.3,2019-TA,1.5,Ethanol,0.975,ROMEO-F-01,-25.29,513.41,8.34,154.19,Fish,0.975,1669499,77,1228,0.91,13.33,910,15,-28.276,0.256377326,0.964,0.310291414,2.986,7.376,1228,910,77,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-15-001,N,,,NA,0.975,N,A,10,2019-SEP-15-001-A-10,9/15/2019
1620,TACA,260,Bowman,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Electrofisher,Largescale sucker,Littoral forage fish,Largescale sucker,Catostomus macrocheilus,91,8.6,2019-TA,1.5,Ethanol,1.088,ROMEO-F-02,-23.63,747.66,5.99,168.12,Fish,1.088,1669500,77,1228,0.91,13.33,910,15,-28.276,0.256377326,0.964,0.310291414,4.646,5.026,1228,910,77,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-15-001,N,,,NA,1.088,N,B,8,2019-SEP-15-001-B-8,9/15/2019
1621,TACB,229,Bowman,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Electrofisher,Largescale sucker,Littoral forage fish,Largescale sucker,Catostomus macrocheilus,126,22.8,2019-TA,1.5,Ethanol,0.937,ROMEO-F-03,-23.57,495.19,6.73,148.39,Fish,0.937,1669501,77,1228,0.91,13.33,910,15,-28.276,0.256377326,0.964,0.310291414,4.706,5.766,1228,910,77,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-15-001,N,,,NA,0.937,N,B,9,2019-SEP-15-001-B-9,9/15/2019
1622,TACG,248,Bowman,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Electrofisher,Redside shiner,Littoral forage fish,Redside shiner,Richardsonius balteatus,59,2.6,2019-TA,1.5,Ethanol,0.976,ROMEO-F-04,-26.57,475.17,7.49,96.64,Fish,0.976,1669502,77,1228,0.91,13.33,910,15,-28.276,0.256377326,0.964,0.310291414,1.706,6.526,1228,910,77,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-15-001,N,,,NA,0.976,N,A,11,2019-SEP-15-001-A-11,9/15/2019
1623,TACH,246,Bowman,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Electrofisher,Redside shiner,Littoral forage fish,Redside shiner,Richardsonius balteatus,13,0.2,2019-TA,1.5,Ethanol,0.919,ROMEO-F-05,-26.07,453.34,5.38,141.43,Fish,0.919,1669503,77,1228,0.91,13.33,910,15,-28.276,0.256377326,0.964,0.310291414,2.206,4.416,1228,910,77,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-15-001,N,,,NA,0.919,N,B,1,2019-SEP-15-001-B-1,9/15/2019
1624,TACI,241,Bowman,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Electrofisher,Redside shiner,Littoral forage fish,Redside shiner,Richardsonius balteatus,52,2.3,2019-TA,1.5,Ethanol,1.053,ROMEO-F-06,-27.02,588.23,7.28,118.22,Fish,1.053,1669504,77,1228,0.91,13.33,910,15,-28.276,0.256377326,0.964,0.310291414,1.256,6.316,1228,910,77,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-15-001,N,,,NA,1.053,N,B,2,2019-SEP-15-001-B-2,9/15/2019
1625,TACJ,213,Bowman,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Electrofisher,Peamouth,Pelagic forage fish,Peamouth,Mylochelius caurinus,76,5.5,2019-TA,1.5,Ethanol,1.01,ROMEO-F-07,-24.86,518.88,6.51,119.38,Fish,1.01,1669505,77,1228,0.91,13.33,910,15,-28.276,0.256377326,0.964,0.310291414,3.416,5.546,1228,910,77,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-15-001,N,,,NA,1.01,N,B,4,2019-SEP-15-001-B-4,9/15/2019
1626,TACK,145,Bowman,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Electrofisher,Peamouth,Pelagic forage fish,Peamouth,Mylochelius caurinus,70,4,2019-TA,1.5,Ethanol,1.025,ROMEO-F-09,-27.89,520.7,6.3,143.75,Fish,1.025,1669507,77,1228,0.91,13.33,910,15,-28.276,0.256377326,0.964,0.310291414,0.386,5.336,1228,910,77,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-15-001,N,,,NA,1.025,N,B,5,2019-SEP-15-001-B-5,9/15/2019
1627,TACM,179,Bowman,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Electrofisher,Largescale sucker,Littoral forage fish,Largescale sucker,Catostomus macrocheilus,76,5.6,2019-TA,1.5,Ethanol,0.964,ROMEO-F-10,-23.54,471.53,3.7,128.66,Fish,0.964,1669508,77,1228,0.91,13.33,910,15,-28.276,0.256377326,0.964,0.310291414,4.736,2.736,1228,910,77,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-15-001,N,,,NA,0.964,N,B,10,2019-SEP-15-001-B-10,9/15/2019
1628,TACN,193,Bowman,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Electrofisher,Largescale sucker,Littoral forage fish,Largescale sucker,Catostomus macrocheilus,70,4.4,2019-TA,1.5,Ethanol,0.999,ROMEO-F-11,-24.49,522.52,5.2,136.78,Fish,0.999,1669509,77,1228,0.91,13.33,910,15,-28.276,0.256377326,0.964,0.310291414,3.786,4.236,1228,910,77,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-15-001,N,,,NA,0.999,N,B,12,2019-SEP-15-001-B-12,9/15/2019
1629,TACP,195,Bowman,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Electrofisher,Largescale sucker,Littoral forage fish,Largescale sucker,Catostomus macrocheilus,89,7.9,2019-TA,1.5,Ethanol,1.061,ROMEO-F-12,-23.62,509.77,5.61,142.59,Fish,1.061,1669510,77,1228,0.91,13.33,910,15,-28.276,0.256377326,0.964,0.310291414,4.656,4.646,1228,910,77,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-15-001,N,,,NA,1.061,N,C,2,2019-SEP-15-001-C-2,9/15/2019
1630,TACQ,137,Bowman,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Electrofisher,Peamouth,Pelagic forage fish,Peamouth,Mylochelius caurinus,86,5.9,2019-TA,1.5,Ethanol,0.938,ROMEO-G-01,-25.26,526.17,7.09,142.59,Fish,0.938,1669511,77,1228,0.91,13.33,910,15,-28.276,0.256377326,0.964,0.310291414,3.016,6.126,1228,910,77,7/22/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-SEP-15-001,N,,,NA,0.938,N,B,6,2019-SEP-15-001-B-6,9/15/2019
1631,TACW,488,Kintla,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Pelagic forage fish,Mountain whitefish,Prosopium williamsoni,274,176,2019-TA,1.5,Ethanol,0.971,LIMA-H-10,-29.32,466.06,7.02,146.96,Fish,0.971,1668956,120,1221,0.98,14.33,1039,10,-27.162,0.453310784,0.469,0.220254651,-2.158,6.551,1221,1039,120,7/23/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-OCT-19-001,N,fish,fish,NA,0.971,N,H,4,2019-OCT-19-001-H-4,10/19/2019
1632,TACY,497,Kintla,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Pelagic forage fish,Mountain whitefish,Prosopium williamsoni,339,362,2019-TA,1.5,Ethanol,1.071,LIMA-H-09,-31,556.2,7.39,136.89,Fish,1.071,1668955,120,1221,0.98,14.33,1039,10,-27.162,0.453310784,0.469,0.220254651,-3.838,6.921,1221,1039,120,7/23/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-OCT-19-001,N,fish,fish,NA,1.071,N,H,3,2019-OCT-19-001-H-3,10/19/2019
1634,TACZ,407,Kintla,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Multi filament gill net USNPS,Peamouth,Pelagic forage fish,Peamouth,Mylochelius caurinus,254,138,2019-TA,1.5,Ethanol,0.994,MIKE-A-02,-24.32,483.87,6.53,147.29,Fish,0.994,1668960,120,1221,0.98,14.33,1039,10,-27.162,0.453310784,0.469,0.220254651,2.842,6.061,1221,1039,120,7/23/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-OCT-19-001,N,fish,fish,NA,0.994,N,F,2,2019-OCT-19-001-F-2,10/19/2019
1635,TADA,489,Kintla,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Multi filament gill net USNPS,Cutthroat trout,Generalist fish,Cutthroat trout,Oncorhynchus clarkii lewisi,188,60,2019-TA,1.5,Ethanol,1.062,LIMA-H-11,-28.48,480.75,6.75,152.5,Fish,1.062,1668957,120,1221,0.98,14.33,1039,10,-27.162,0.453310784,0.469,0.220254651,-1.318,6.281,1221,1039,120,7/23/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-OCT-19-001,N,fish,fish,NA,1.062,N,G,1,2019-OCT-19-001-G-1,10/19/2019
1636,TADG,414,Kintla,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Pelagic forage fish,Mountain whitefish,Prosopium williamsoni,356,378,2019-TA,1.5,Ethanol,1.011,LIMA-H-06,-27.43,496.63,7.38,154.28,Fish,1.011,1668952,120,1221,0.98,14.33,1039,10,-27.162,0.453310784,0.469,0.220254651,-0.268,6.911,1221,1039,120,7/23/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-OCT-19-001,N,fish,fish,NA,1.011,N,H,2,2019-OCT-19-001-H-2,10/19/2019
1637,TADI,498,Kintla,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Multi filament gill net USNPS,Peamouth,Pelagic forage fish,Peamouth,Mylochelius caurinus,197,60,2019-TA,1.5,Ethanol,0.934,MIKE-A-01,-26.33,449.36,6.99,136.82,Fish,0.934,1668959,120,1221,0.98,14.33,1039,10,-27.162,0.453310784,0.469,0.220254651,0.832,6.521,1221,1039,120,7/23/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-OCT-19-001,N,fish,fish,NA,0.934,N,E,12,2019-OCT-19-001-E-12,10/19/2019
1638,TADK,490,Kintla,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Multi filament gill net USNPS,Peamouth,Pelagic forage fish,Peamouth,Mylochelius caurinus,189,56,2019-TA,1.5,Ethanol,0.931,LIMA-H-12,-24.57,441.63,7.19,135.16,Fish,0.931,1668958,120,1221,0.98,14.33,1039,10,-27.162,0.453310784,0.469,0.220254651,2.592,6.721,1221,1039,120,7/23/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-OCT-19-001,N,fish,fish,NA,0.931,N,E,11,2019-OCT-19-001-E-11,10/19/2019
1639,TADL,437,Kintla,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Pelagic forage fish,Mountain whitefish,Prosopium williamsoni,223,82,2019-TA,1.5,Ethanol,0.94,MIKE-A-06,-28.75,457.27,6.57,140.05,Fish,0.94,1668964,120,1221,0.98,14.33,1039,10,-27.162,0.453310784,0.469,0.220254651,-1.588,6.101,1221,1039,120,7/23/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-OCT-19-001,N,fish,fish,NA,0.94,N,H,6,2019-OCT-19-001-H-6,10/19/2019
1640,TADM,412,Kintla,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Multi filament gill net USNPS,Mountain whitefish,Pelagic forage fish,Mountain whitefish,Prosopium williamsoni,248,114,2019-TA,1.5,Ethanol,0.949,MIKE-A-04,-29.95,465.68,7.05,146.47,Fish,0.949,1668962,120,1221,0.98,14.33,1039,10,-27.162,0.453310784,0.469,0.220254651,-2.788,6.581,1221,1039,120,7/23/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-OCT-19-001,N,fish,fish,NA,0.949,N,H,5,2019-OCT-19-001-H-5,10/19/2019
1641,TADO,522,Kintla,Late,Fish,Autochthonous,2019,7,NO,NA,NA,NA,NA,1,1,NA,Multi filament gill net USNPS,Lake trout,Lake trout,Lake trout,Salvelinus namaycush,426,502,2019-TA,1.5,Ethanol,1.017,MIKE-H-08,-25.46,478.96,10.65,152.28,Fish,1.017,1669050,120,1221,0.98,14.33,1039,10,-27.162,0.453310784,0.469,0.220254651,1.702,10.181,1221,1039,120,7/23/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-OCT-19-002,N,fish,fish,NA,1.017,N,A,3,2019-OCT-19-002-A-3,10/19/2019
1642,TADP,415,Kintla,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Multi filament gill net USNPS,Peamouth,Pelagic forage fish,Peamouth,Mylochelius caurinus,194,60,2019-TA,1.5,Ethanol,1.046,LIMA-H-07,-26.35,503.39,7.16,157.87,Fish,1.046,1668953,120,1221,0.98,14.33,1039,10,-27.162,0.453310784,0.469,0.220254651,0.812,6.691,1221,1039,120,7/23/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,extra,extra,extra,extra,extra,extra,extra,extra,extra,extra-extra-extra,extra
1644,TADQ,404,Kintla,Late,Fish,Autochthonous,2019,7,NO,NA,,,NA,1,1,NA,Multi filament gill net USNPS,Cutthroat trout,Generalist fish,Cutthroat trout,Oncorhynchus clarkii lewisi,216,96,2019-TA,1.5,Ethanol,0.913,MIKE-A-05,-24.94,433.62,6.43,137.81,Fish,0.913,1668963,120,1221,0.98,14.33,1039,10,-27.162,0.453310784,0.469,0.220254651,2.222,5.961,1221,1039,120,7/23/2019,July,Jul,NA,NA,1,NA,NA,,,,8/27/2019 14:45,60,,,,NA,,,NA,,8/30/2019 15:00,72,,,,NA,,NA,NA,2019-OCT-19-001,N,fish,fish,NA,0.913,N,G,2,2019-OCT-19-001-G-2,10/19/2019
1645,TAN,1101,Quartz,Mid,Invertebrate,Autochthonous,2018,9,YES,2,48.824672,-114.136037,0.5,1,1,Engulfer-predator-collector-gatherer,D-net,Hydrophilidae,Littoral forage Invertebrate,Water scavenger beetle,Hydrophilidae,NA,NA,2018-T,1.5,Ethanol,0.931,FOXTROT-D-08,-22.07,462.79,1.74,106.44,Invertebrate,0.931,1668330,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,1.348,0.688666667,1345,352,84,9/22/2018,September,Sep,NA,0.5,1,NA,0.9862,,,2.199,11/6/2018 15:15,60,11/7/2018 17:44,1.066,11/8/2018 16:05,1.066,0.00%,11/9/2018 15:29,1.066,0.00%,11/9/2018 15:29,72,0.0798,79.8,1/19/2019,NA,1.066,-0.9862,-986.2,2019-JAN-19-016,N,,,NA,0.931,Y,G,9,2019-JAN-19-016-G-9,1/19/2019
1646,TAW,1092,Quartz,Mid,Invertebrate,Autochthonous,2018,9,YES,2,48.824672,-114.136037,1.5,1,1,Collector-gatherer-scraper,D-net,Chironomidae_r,Littoral forage Invertebrate,Midge,Chironomidae_r,NA,NA,2018-T,1.5,Ethanol,0.382,FOXTROT-D-01,-24.08,181.34,0.81,43.66,Invertebrate,0.382,1668323,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,-0.662,-0.241333333,1345,352,84,9/22/2018,September,Sep,NA,1.5,1,NA,0.9862,Red,,2.209,11/6/2018 15:15,60,11/7/2018 17:44,1.047,11/8/2018 16:05,1.047,0.00%,11/9/2018 15:29,1.047,0.00%,11/9/2018 15:29,72,0.0608,60.8,1/19/2019,NA,1.047,-0.9862,-986.2,2019-JAN-19-016,Y,,,"TAW, TAG, SBX",0.088,Y,E,12,2019-JAN-19-016-E-12,1/19/2019
